p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,Popularity,Base_Stats,Ingame_Stats
Anderson Lucoqui,Hertha Berlin,Angola,Bundesliga 2,67,LB,LWB,normal,Controlled Explosive,0.0,250,2,4,M,M,77,45,58,69,62,68,"180cm | 5'11""",6,379,1751
Karlo Lulic,Frosinone,Croatia,Serie A TIM,67,CM,0,normal,Controlled Lengthy,400.0,0,3,5,M,M,63,64,67,66,55,69,"187cm | 6'2""",0,384,1818
Valdemar Lund,F.C. København,Denmark,3F Superliga,67,CB,0,normal,Mostly Lengthy,250.0,0,2,3,M,M,56,42,58,57,66,71,"193cm | 6'4""",0,350,1673
Ramon Pascal Lundqvist,Sarpsborg 08,Sweden,Eliteserien,67,CAM,"CM,ST",normal,Controlled,0.0,300,3,3,M,M,66,67,68,69,57,63,"178cm | 5'10""",0,390,1866
Zhen Ma,Shanghai Shenhua,China PR,CSL,67,GK,0,normal,Controlled,300.0,0,1,2,M,M,69,62,58,71,54,63,"196cm | 6'5""",0,377,783
Larrys Mabiala,Portland Timbers,Congo DR,MLS,67,CB,0,normal,Controlled Lengthy,250.0,0,2,3,L,M,41,44,51,50,65,80,"189cm | 6'2""",0,331,1555
Angus MacDonald,Aberdeen,England,cinch Prem,67,CB,0,normal,Controlled,200.0,0,2,3,M,H,37,26,47,50,69,61,"184cm | 6'0""",0,290,1360
Matt Macey,Luton Town,England,Premier League,67,GK,0,normal,Controlled,0.0,0,1,2,M,M,69,66,64,66,39,65,"201cm | 6'7""",0,369,808
Zinédine Machach,Melb. Victory,France,A-League,67,CAM,"CM,ST",normal,Controlled,0.0,450,3,3,M,M,72,62,69,70,43,72,"185cm | 6'1""",1,388,1851
Leandro Maciel,Central Córdoba,Argentina,LPF,67,CM,CDM,normal,Controlled,0.0,450,3,2,M,M,67,53,63,66,61,78,"177cm | 5'10""",0,388,1794
Zac MacMath,Real Salt Lake,United States,MLS,67,GK,0,normal,Controlled,200.0,0,1,2,M,M,66,66,69,68,37,64,"188cm | 6'2""",0,370,815
Abdullah Madu,Al Nassr,Saudi Arabia,ROSHN Saudi League,67,CB,0,normal,Controlled,250.0,0,2,3,L,M,41,25,45,40,67,75,"186cm | 6'1""",0,293,1367
Cassius Mailula,Toronto FC,South Africa,MLS,67,CAM,"CF,ST",normal,Controlled Explosive,0.0,300,3,3,M,M,77,60,62,71,31,43,"166cm | 5'5""",2,344,1607
Filip Majchrowicz,IK Sirius,Poland,Allsvenskan,67,GK,0,normal,Controlled,300.0,0,1,3,M,M,69,61,63,70,33,65,"194cm | 6'4""",-1,361,785
Jordy Makengo,SC Freiburg,France,Bundesliga,67,LB,"CB,LWB",normal,Mostly Lengthy,0.0,350,2,3,M,M,80,27,58,58,66,71,"190cm | 6'3""",2,360,1605
Charalambos Makridis,VfL Osnabrück,Germany,Bundesliga 2,67,LW,"LM,CAM",normal,Mostly Explosive,0.0,300,3,4,H,M,86,68,58,68,24,56,"180cm | 5'11""",0,360,1670
Nikola Maksimovic,Hatayspor,Serbia,Trendyol Süper Lig,67,CB,0,normal,Controlled Lengthy,200.0,0,2,3,M,M,47,28,43,51,67,72,"193cm | 6'4""",0,308,1410
Julián Malatini,Defensa,Argentina,Sudamericana,67,RB,"RWB,CB",normal,Controlled,0.0,200,2,2,H,M,71,31,58,67,61,64,"190cm | 6'3""",0,352,1638
Felix Mambimbi,BSC Young Boys,Switzerland,CSSL,67,LM,"RM,ST,LW",normal,Explosive,0.0,0,3,4,H,M,87,63,54,71,24,56,"171cm | 5'7""",0,355,1650
Harrinson Mancilla,Sarmiento,Colombia,LPF,67,CDM,CM,normal,Controlled,0.0,300,2,3,M,M,57,34,61,54,62,79,"174cm | 5'9""",0,347,1620
Alasana Manneh,Odense BK,Gambia,3F Superliga,67,CM,CDM,normal,Controlled,0.0,350,3,3,M,M,68,61,67,70,60,59,"170cm | 5'7""",0,385,1822
Filip Marchwiński,Lech Poznań,Poland,PKO BP Ekstraklasa,67,CAM,LM,normal,Controlled,0.0,350,3,4,M,L,67,63,63,68,41,61,"187cm | 6'2""",4,363,1723
Ivan Marconi,Palermo,Italy,Serie BKT,67,CB,0,normal,Controlled Lengthy,300.0,0,2,3,L,H,63,44,46,51,66,68,"184cm | 6'0""",0,338,1565
Antonio Marin,Dinamo Zagreb,Croatia,Liga Hrvatska,67,CAM,LW,normal,Controlled,0.0,300,4,4,M,M,78,60,65,72,30,66,"184cm | 6'0""",1,371,1685
Marius Marin,Pisa,Romania,Serie BKT,67,CM,CDM,normal,Controlled Explosive,0.0,200,2,3,M,M,73,57,67,66,64,70,"180cm | 5'11""",0,397,1879
Jovan Marković,Univ. Craiova,Romania,SUPERLIGA,67,ST,CF,normal,Controlled,0.0,200,3,3,H,L,75,65,52,70,31,71,"183cm | 6'0""",0,364,1708
Gonzalo Maroni,San Lorenzo,Argentina,Sudamericana,67,CAM,LW,normal,Controlled Explosive,0.0,400,3,2,M,L,69,55,63,72,42,54,"175cm | 5'9""",1,355,1705
Marko Maroši,Shrewsbury,Slovakia,EFL League One,67,GK,0,normal,Controlled Lengthy,250.0,0,1,3,M,M,67,66,61,68,41,67,"193cm | 6'4""",0,370,916
Alejandro Marqués,Estoril Praia,Venezuela,Liga Portugal,67,ST,CF,normal,Controlled Lengthy,0.0,200,2,3,M,L,67,67,47,67,36,60,"190cm | 6'3""",1,344,1618
Artur Jorge Marques Amorim,Farense,Portugal,Liga Portugal,67,CB,0,normal,Mostly Lengthy,250.0,0,2,3,M,M,53,37,45,50,65,74,"186cm | 6'1""",0,324,1524
José Marrufo,Dep. Táchira,Venezuela,Sudamericana,67,CB,LB,normal,Controlled Lengthy,0.0,200,2,2,L,M,64,24,56,55,67,73,"183cm | 6'0""",0,339,1568
Alberto Martín Díaz,CD Tenerife,Spain,LALIGA HYPERMOTION,67,RM,"LM,CAM,RW",normal,Controlled,0.0,200,3,3,M,M,67,60,65,67,57,60,"175cm | 5'9""",0,376,1774
Jefersson Martínez,Junior,Colombia,Sudamericana,67,GK,0,normal,Controlled,200.0,0,1,2,M,M,67,65,66,66,40,67,"188cm | 6'2""",0,371,817
Homer Martínez,Junior,Colombia,Sudamericana,67,CDM,CB,normal,Controlled,0.0,3.7K,2,3,M,M,77,38,53,51,69,71,"185cm | 6'1""",1,359,1636
Ramón Martínez,Olimpia,Paraguay,Libertadores,67,CDM,CM,normal,Controlled Lengthy,0.0,300,3,3,M,H,61,56,57,61,66,75,"187cm | 6'2""",0,376,1748
José Martínez Marsà,FC Andorra,Spain,LALIGA HYPERMOTION,67,CB,CDM,normal,Controlled Lengthy,0.0,300,2,3,M,M,74,30,50,60,66,70,"183cm | 6'0""",0,350,1591
Dominik Martinović,SV Elversberg,Croatia,Bundesliga 2,67,ST,CF,normal,Controlled Explosive,0.0,250,3,3,H,H,80,67,53,69,21,65,"179cm | 5'10""",0,355,1659
Matheus Martins,Watford,Brazil,EFL Championship,67,RM,RW,normal,Controlled,0.0,250,3,3,H,M,69,70,64,69,28,52,"179cm | 5'10""",4,352,1688
Bernardo Martins Sousa,GD Chaves,Portugal,Liga Portugal,67,RW,RM,normal,Controlled Explosive,0.0,200,3,3,H,L,81,62,60,68,33,58,"178cm | 5'10""",1,362,1704
Jan Hendrik Marx,Braunschweig,Germany,Bundesliga 2,67,RWB,RB,normal,Explosive,0.0,200,2,4,H,L,78,46,55,64,56,55,"171cm | 5'7""",-1,354,1651
Ephron Mason-Clark,Peterborough,England,EFL League One,67,LM,LW,normal,Mostly Explosive,0.0,300,4,4,H,M,82,63,58,71,29,71,"177cm | 5'10""",2,374,1733
Julien Masson,Valenciennes FC,France,Ligue 2 BKT,67,CDM,CM,normal,Controlled Lengthy,0.0,200,2,2,M,M,60,43,58,61,63,77,"182cm | 6'0""",0,362,1684
Mateusz Matras,Stal Mielec,Poland,PKO BP Ekstraklasa,67,CB,0,normal,Controlled,400.0,0,2,3,M,M,44,49,55,47,64,80,"193cm | 6'4""",0,339,1575
Yusuke Matsuo,KVC Westerlo,Japan,1A Pro League,67,ST,"RM,LM,CF",normal,Controlled Explosive,0.0,300,2,4,H,M,82,66,61,73,54,63,"170cm | 5'7""",0,399,1888
Magnus Mattsson,N.E.C. Nijmegen,Denmark,Eredivisie,67,CAM,LW,normal,Controlled Explosive,0.0,250,3,4,M,M,75,63,61,72,29,59,"174cm | 5'9""",2,359,1689
Chris Maxwell,Huddersfield,Wales,EFL Championship,67,GK,0,normal,Controlled,250.0,0,1,3,M,M,68,65,63,69,41,68,"185cm | 6'1""",0,374,811
Danny Mayor,Fleetwood Town,England,EFL League One,67,LM,"CM,LW",normal,Controlled,0.0,300,4,3,H,L,65,61,65,70,49,66,"183cm | 6'0""",0,376,1811
Loïc Mbe Soh,Nott'm Forest,France,Premier League,67,CB,0,normal,Controlled Lengthy,0.0,0,2,2,L,H,60,29,49,48,66,71,"187cm | 6'2""",0,323,1483
Nolan Mbemba,Havre AC,Congo DR,Ligue 1 Uber Eats,67,CM,"RB,CDM",normal,Controlled,0.0,1.1K,3,3,M,M,66,60,65,68,63,73,"182cm | 6'0""",0,395,1869
Moustapha Mbow,Paris FC,Senegal,Ligue 2 BKT,67,CB,0,normal,Lengthy,300.0,0,2,2,M,M,66,36,42,55,67,75,"192cm | 6'4""",0,341,1515
Ryan McGowan,St. Johnstone,Australia,cinch Prem,67,CB,CDM,normal,Controlled Lengthy,0.0,200,2,3,M,H,55,48,57,57,65,80,"191cm | 6'3""",0,362,1721
Zac McGraw,Portland Timbers,Canada,MLS,67,CB,0,normal,Lengthy,200.0,0,2,2,H,H,54,41,57,51,66,75,"193cm | 6'4""",0,344,1581
Tom McIntyre,Reading,Scotland,EFL League One,67,CB,"LB,CDM",normal,Controlled Lengthy,0.0,300,2,2,M,H,48,37,58,63,66,69,"185cm | 6'1""",0,341,1625
Agustín Medina Delgado,Albacete BP,Spain,LALIGA HYPERMOTION,67,CDM,"CM,CAM",normal,Controlled,0.0,250,2,2,M,M,69,63,65,64,65,72,"176cm | 5'9""",0,398,1893
Anis Mehmeti,Bristol City,Albania,EFL Championship,67,LW,LM,normal,Controlled Explosive,0.0,200,3,3,H,L,72,61,60,72,54,65,"180cm | 5'11""",1,384,1775
Matteo Meisl,FK Austria Wien,Austria,Ö. Bundesliga,67,CB,0,normal,Mostly Lengthy,300.0,0,2,3,L,H,61,29,47,52,66,76,"183cm | 6'0""",0,331,1513
Filippo Melegoni,Genoa,Italy,Serie A TIM,67,CM,"RM,CAM",normal,Controlled,0.0,0,2,2,M,M,52,54,68,68,60,56,"186cm | 6'1""",0,358,1750
Carlos Mendes Gomes,Bolton,Spain,EFL League One,67,LM,LW,normal,Mostly Explosive,0.0,200,3,3,H,M,82,64,60,68,31,59,"178cm | 5'10""",1,364,1701
Joelson Augusto Mendes Mango,Hatayspor,Portugal,Trendyol Süper Lig,67,RM,"LM,RW",normal,Explosive,0.0,300,4,4,M,M,89,60,58,75,24,42,"172cm | 5'8""",0,348,1679
Mauro Méndez,Estudiantes,Uruguay,Sudamericana,67,ST,"CAM,CF",normal,Controlled,0.0,500,3,3,M,L,69,65,62,65,34,68,"179cm | 5'10""",0,363,1743
Hamza Mendyl,OH Leuven,Morocco,1A Pro League,67,LB,LWB,normal,Controlled Explosive,0.0,300,3,2,H,M,84,44,57,66,61,67,"179cm | 5'10""",3,379,1754
Teden Mengi,Manchester Utd,England,Premier League,67,CB,0,normal,Controlled Lengthy,0.0,0,2,3,M,H,79,39,54,57,65,69,"183cm | 6'0""",4,363,1645
Phillip Menzel,Austria Klagenfurt,Germany,Ö. Bundesliga,67,GK,0,normal,Controlled,450.0,0,1,3,M,M,68,66,66,67,22,67,"192cm | 6'4""",1,356,665
Francisco Mera,Dep. Cuenca,Ecuador,Sudamericana,67,CM,"CDM,RW",normal,Controlled,0.0,200,2,3,M,M,65,64,63,68,62,69,"166cm | 5'5""",0,391,1862
Umut Meraş,Beşiktaş,Turkey,Trendyol Süper Lig,67,LB,LWB,normal,Controlled Explosive,0.0,300,2,3,M,M,74,42,59,65,62,70,"178cm | 5'10""",1,372,1729
Levent Mercan,Karagümrük SK,Turkey,Trendyol Süper Lig,67,LB,"LWB,CM,LM",normal,Controlled Explosive,0.0,250,2,5,H,M,76,62,65,68,64,50,"176cm | 5'9""",0,385,1833
Connor Metcalfe,FC St. Pauli,Australia,Bundesliga 2,67,RM,"CDM,CM,RW",normal,Controlled Lengthy,0.0,250,3,4,H,M,64,59,65,68,59,77,"183cm | 6'0""",2,392,1848
Senna Miangue,Cercle Brugge,Belgium,1A Pro League,67,LB,"CB,LWB",normal,Controlled Lengthy,0.0,700,2,3,M,M,57,51,66,65,65,75,"197cm | 6'6""",0,379,1804
Konrad Michalak,Konyaspor,Poland,Trendyol Süper Lig,67,RW,"RM,LW",normal,Explosive,0.0,300,3,2,H,M,91,53,61,71,39,55,"174cm | 5'9""",0,370,1668
Alejandro Millán Iranzo,R. Oviedo,Spain,LALIGA HYPERMOTION,67,ST,"RM,CF",normal,Controlled,0.0,1.1K,3,3,H,L,66,68,52,66,35,61,"182cm | 6'0""",0,348,1628
Arturo Mina,Palmaflor,Ecuador,Sudamericana,67,CB,0,normal,Controlled,1300.0,0,2,3,M,M,40,36,52,49,66,74,"190cm | 6'3""",0,317,1481
Tian Ming,Tianjin JMT FC,China PR,CSL,67,RB,RWB,normal,Mostly Explosive,0.0,300,3,3,H,M,85,35,56,63,61,66,"180cm | 5'11""",0,366,1683
Demetri Mitchell,Exeter City,England,EFL League One,67,LWB,LB,normal,Mostly Explosive,0.0,300,3,3,H,M,90,61,63,66,57,67,"181cm | 5'11""",2,404,1875
Marco Modolo,Venezia,Italy,Serie BKT,67,CB,0,normal,Controlled Lengthy,250.0,0,2,4,M,H,58,46,50,48,66,76,"186cm | 6'1""",0,344,1591
Rafael Allan Mollercke,Blooming,Brazil,Sudamericana,67,CAM,CM,normal,Controlled Explosive,0.0,250,3,4,M,M,74,65,64,68,39,54,"174cm | 5'9""",0,364,1700
Adriano Montalto,Reggiana,Italy,Serie BKT,67,ST,CF,normal,Controlled Lengthy,0.0,200,3,2,H,L,54,69,48,64,31,70,"186cm | 6'1""",0,336,1631
Andrés Montero,Puerto Cabello,Venezuela,Sudamericana,67,RM,"CAM,RW,LW",normal,Controlled Explosive,0.0,200,3,3,H,M,74,65,64,68,25,61,"175cm | 5'9""",0,357,1700
Manuel Monzeglio,Nacional,Uruguay,Libertadores,67,CAM,CF,normal,Controlled,0.0,300,3,4,M,L,64,62,65,67,25,55,"181cm | 5'11""",0,338,1563
Simon Moore,Coventry City,England,EFL Championship,67,GK,0,normal,Controlled,300.0,0,1,3,M,M,68,66,72,68,49,63,"191cm | 6'3""",0,386,968
Elliott Moore,Oxford United,England,EFL League One,67,CB,0,normal,Controlled,300.0,0,2,2,L,H,33,30,45,44,66,82,"196cm | 6'5""",1,300,1436
Erik Morán Arribas,SD Amorebieta,Spain,LALIGA HYPERMOTION,67,CDM,0,normal,Controlled Lengthy,200.0,0,2,3,M,M,40,50,64,61,65,74,"186cm | 6'1""",0,354,1738
Giotto Morandi,Grasshopper Club,Switzerland,CSSL,67,ST,"CAM,CF,RW",normal,Controlled Explosive,0.0,200,3,3,M,M,77,67,63,69,52,65,"181cm | 5'11""",0,393,1859
Diego Moreno,Indep. Medellín,Colombia,Libertadores,67,CDM,"CM,CAM",normal,Controlled Lengthy,0.0,300,3,3,H,M,62,64,60,64,62,70,"185cm | 6'1""",0,382,1773
Diego Moreno Garbayo,CD Mirandés,Spain,LALIGA HYPERMOTION,67,RB,"RWB,CB",normal,Controlled,0.0,200,2,3,M,M,72,38,56,62,63,60,"177cm | 5'10""",0,351,1627
Sergio Moreno Martínez,Rayo Vallecano,Spain,LALIGA EA SPORTS,67,ST,CF,normal,Controlled,0.0,0,2,3,M,L,69,66,51,67,19,49,"178cm | 5'10""",0,321,1518
Stefano Moreyra,Colón,Argentina,LPF,67,CDM,CM,normal,Controlled,0.0,200,2,3,M,M,65,43,59,63,68,64,"179cm | 5'10""",0,362,1704
Luca Moro,Spezia,Italy,Serie BKT,67,ST,CF,normal,Controlled Lengthy,0.0,250,2,4,H,M,69,66,45,65,23,62,"189cm | 6'2""",1,330,1532
Joe Morrell,Portsmouth,Wales,EFL League One,67,CM,CDM,normal,Controlled Explosive,0.0,200,3,4,M,M,70,47,67,73,59,50,"168cm | 5'6""",0,366,1783
Sean Morrison,Rotherham Utd,England,EFL Championship,67,CB,0,normal,Controlled,300.0,0,2,2,M,H,37,28,40,47,67,70,"194cm | 6'4""",1,289,1354
Lennart Moser,KAS Eupen,Germany,1A Pro League,67,GK,0,normal,Controlled,0.0,0,1,3,M,M,70,64,58,70,24,64,"196cm | 6'5""",0,350,628
Edwin Mosquera,Atlanta United,Colombia,MLS,67,LM,LW,normal,Controlled Explosive,0.0,200,3,3,H,M,83,56,61,67,17,60,"172cm | 5'8""",0,344,1577
Faris Pemi Moumbagna,FK Bodø/Glimt,Cameroon,Eliteserien,67,ST,CF,normal,Mostly Lengthy,0.0,300,2,3,H,M,86,63,52,65,27,79,"185cm | 6'1""",3,372,1709
Owen Moxon,Carlisle United,England,EFL League One,67,CM,0,normal,Controlled,200.0,0,3,3,M,H,68,58,67,66,62,77,"186cm | 6'1""",4,398,1870
Matías Moya,Colo-Colo,Argentina,Libertadores,67,LW,"CM,LM,CAM",normal,Explosive,0.0,300,3,3,H,L,76,59,63,71,51,51,"169cm | 5'7""",1,371,1706
Bartosz Mrozek,Lech Poznań,Poland,PKO BP Ekstraklasa,67,GK,0,normal,Controlled,700.0,0,1,3,M,M,68,66,63,70,38,68,"191cm | 6'3""",0,373,720
Rui Manuel Muati Modesto,AIK,Portugal,Allsvenskan,67,RM,"RWB,RW",normal,Mostly Explosive,0.0,300,3,4,M,M,85,57,60,66,55,62,"180cm | 5'11""",0,385,1748
Alexander Mühling,SV Sandhausen,Germany,3. Liga,67,CM,0,normal,Controlled,200.0,0,3,4,M,M,65,68,68,70,53,68,"186cm | 6'1""",1,392,1867
Robert Mühren,FC Volendam,Holland,Eredivisie,67,ST,CF,normal,Controlled Lengthy,0.0,300,3,4,M,M,63,70,61,62,41,72,"187cm | 6'2""",0,369,1783
Tobias Müller,SC Paderborn 07,Germany,Bundesliga 2,67,CB,0,normal,Mostly Lengthy,400.0,0,2,3,L,M,68,31,49,56,66,71,"188cm | 6'2""",1,341,1539
Vincent Müller,MSV Duisburg,Germany,3. Liga,67,GK,0,normal,Controlled,200.0,0,1,2,M,M,67,65,67,68,29,67,"190cm | 6'3""",1,363,691
Jake Mulraney,St. Pats,Republic of Ireland,SSE Airtricity PD,67,RW,"RM,LW",normal,Explosive,0.0,300,3,3,H,M,87,61,60,69,47,52,"172cm | 5'8""",1,376,1756
Maurice Multhaup,Braunschweig,Germany,Bundesliga 2,67,RW,"RWB,RM,CAM",normal,Mostly Explosive,0.0,300,3,3,M,M,88,58,62,69,53,63,"173cm | 5'8""",1,393,1798
Jorge Félix,Piast Gliwice,Spain,PKO BP Ekstraklasa,67,LM,"CAM,LW",normal,Controlled,0.0,700,4,4,M,L,66,64,65,68,29,49,"175cm | 5'9""",0,341,1653
Miguel Muñoz Mora,Burgos CF,Spain,LALIGA HYPERMOTION,67,CM,CAM,normal,Controlled,0.0,250,2,3,M,M,55,56,65,64,67,76,"180cm | 5'11""",0,383,1824
Juan Muñoz Muñoz,Zagłębie Lubin,Spain,PKO BP Ekstraklasa,67,ST,"CM,CAM,CF",normal,Controlled,0.0,250,3,3,M,L,61,69,54,67,21,68,"179cm | 5'10""",0,340,1654
Robert Muric,Konyaspor,Croatia,Trendyol Süper Lig,67,RW,RM,normal,Controlled Explosive,0.0,300,3,3,M,M,75,64,64,73,31,61,"180cm | 5'11""",0,368,1768
Yonatan Murillo,Binacional,Colombia,Sudamericana,67,CB,LB,normal,Controlled Lengthy,0.0,350,2,2,M,M,75,40,57,61,66,75,"183cm | 6'0""",0,374,1731
Jorge Murrugarra,Universitario,Peru,Sudamericana,67,CDM,CM,normal,Controlled,0.0,200,2,3,M,M,58,51,60,60,63,68,"177cm | 5'10""",0,360,1647
Ahmed Musa,Sivasspor,Nigeria,Trendyol Süper Lig,67,RM,"LM,RW,ST",normal,Explosive,0.0,200,3,3,M,L,83,64,61,71,30,45,"171cm | 5'7""",19,354,1695
Visar Musliu,SC Paderborn 07,North Macedonia,Bundesliga 2,67,CB,0,normal,Controlled Lengthy,200.0,0,2,4,M,M,64,34,47,62,67,70,"187cm | 6'2""",2,344,1573
Ibrahim Mustapha,LASK,Ghana,Ö. Bundesliga,67,ST,CF,normal,Controlled Explosive,0.0,300,3,2,M,M,90,64,59,69,40,73,"180cm | 5'11""",0,395,1800
Tomeu Nadal,CD Tenerife,Spain,LALIGA HYPERMOTION,67,GK,0,normal,Controlled,200.0,0,1,2,M,M,65,66,63,68,36,68,"187cm | 6'2""",0,366,856
Gerrit Nauber,Go Ahead Eagles,Germany,Eredivisie,67,CB,0,normal,Controlled Lengthy,300.0,0,2,3,M,H,47,35,43,47,68,73,"185cm | 6'1""",0,313,1477
Abdoulaye Ndiaye,ESTAC Troyes,Senegal,Ligue 2 BKT,67,CB,0,normal,Controlled Lengthy,250.0,0,2,2,L,M,61,30,46,47,67,71,"185cm | 6'1""",0,322,1475
Mor Ndiaye,Estoril Praia,Senegal,Liga Portugal,67,CDM,CM,normal,Mostly Lengthy,0.0,200,2,4,H,H,66,53,58,60,66,76,"185cm | 6'1""",1,379,1755
Dragoș Nedelcu,Farul Constanța,Romania,SUPERLIGA,67,CDM,"CB,CM",normal,Controlled Lengthy,0.0,600,2,3,L,M,60,58,64,60,64,69,"189cm | 6'2""",0,375,1777
Cristian Neguț,FC Hermannstadt,Romania,SUPERLIGA,67,RM,"LM,RW",normal,Mostly Explosive,0.0,250,3,4,M,M,80,62,61,67,31,65,"176cm | 5'9""",0,366,1739
Curtis Nelson,Derby County,England,EFL League One,67,CB,0,normal,Mostly Lengthy,250.0,0,2,3,M,M,66,36,49,57,65,79,"183cm | 6'0""",0,352,1633
Francisco Neto Ramos,Radomiak Radom,Portugal,PKO BP Ekstraklasa,67,CM,CDM,normal,Controlled Lengthy,0.0,200,3,3,M,M,64,57,67,67,61,73,"181cm | 5'11""",0,389,1867
Simon Ngapandouetnbu,OM,Cameroon,Ligue 1 Uber Eats,67,GK,0,normal,Controlled,900.0,0,1,3,M,M,70,66,63,72,23,65,"186cm | 6'1""",7,359,699
Pierre-Yves Ngawa,OH Leuven,Belgium,1A Pro League,67,CB,RB,normal,Controlled,0.0,350,2,3,M,M,73,41,50,62,67,71,"187cm | 6'2""",1,364,1654
Siyabonga Ngezana,FCSB,South Africa,SUPERLIGA,67,CB,RB,normal,Controlled Lengthy,0.0,300,2,2,M,M,73,25,35,45,69,71,"185cm | 6'1""",1,318,1465
Julien Ngoy,KV Mechelen,Belgium,1A Pro League,67,ST,"CAM,CF,LW",normal,Mostly Lengthy,0.0,350,3,3,M,L,83,65,53,68,25,70,"185cm | 6'1""",0,364,1657
Noel Niemann,VfL Osnabrück,Germany,Bundesliga 2,67,RW,"RM,ST",normal,Explosive,0.0,200,3,4,H,L,84,61,59,71,29,63,"171cm | 5'7""",2,367,1720
Juan Nieto,Deportes Tolima,Colombia,Sudamericana,67,CM,CAM,normal,Controlled,0.0,200,3,4,M,M,67,61,71,70,48,70,"178cm | 5'10""",0,387,1814
Jarosław Niezgoda,Portland Timbers,Poland,MLS,67,ST,CF,normal,Controlled,0.0,200,3,5,M,M,79,67,52,66,34,62,"185cm | 6'1""",0,360,1677
Branislav Niňaj,Sepsi OSK,Slovakia,SUPERLIGA,67,CB,0,normal,Controlled,400.0,0,2,3,M,M,45,28,51,41,66,80,"191cm | 6'3""",0,311,1452
Dan Nistor,FC Univ. Cluj,Romania,SUPERLIGA,67,CAM,"CDM,CM",normal,Controlled,0.0,350,3,4,M,M,64,65,68,67,59,69,"174cm | 5'9""",0,392,1915
Justin Njinmah,SV Werder Bremen,Germany,Bundesliga,67,ST,CF,normal,Mostly Explosive,0.0,350,3,3,M,L,91,65,55,69,24,54,"179cm | 5'10""",33,358,1659
Ygor Nogueira de Paula,GD Chaves,Brazil,Liga Portugal,67,CB,0,normal,Controlled Lengthy,250.0,0,2,3,L,M,46,30,45,48,65,77,"187cm | 6'2""",0,311,1452
Jefferson Nogueira Junior,FC Petrolul,Brazil,SUPERLIGA,67,CM,CDM,normal,Controlled Lengthy,0.0,200,3,2,M,M,69,56,64,68,60,70,"181cm | 5'11""",0,387,1799
Sam Nombe,Exeter City,England,EFL League One,67,ST,CF,normal,Controlled,0.0,0,2,4,H,M,91,66,54,66,31,70,"180cm | 5'11""",3,378,1709
Simen Bolkan Nordli,Randers FC,Norway,3F Superliga,67,LM,"CF,LW",normal,Controlled Explosive,0.0,200,3,3,H,M,69,62,66,67,49,65,"181cm | 5'11""",2,378,1802
Marius Noubissi,Valenciennes FC,Cameroon,Ligue 2 BKT,67,ST,CF,normal,Controlled,0.0,250,2,4,H,M,79,66,54,66,35,79,"180cm | 5'11""",0,379,1740
Joel Nouble,Livingston,England,cinch Prem,67,LW,"LM,RW,ST",normal,Controlled Lengthy,0.0,300,3,3,H,L,77,62,59,71,29,76,"193cm | 6'4""",0,374,1739
Emmanuel Ntim,SM Caen,Ghana,Ligue 2 BKT,67,CB,0,normal,Controlled,300.0,0,2,2,M,M,81,25,53,55,68,73,"179cm | 5'10""",0,355,1605
Cristian Núñez,Godoy Cruz,Paraguay,LPF,67,CDM,CM,normal,Controlled,0.0,300,2,3,L,H,71,49,63,67,60,77,"165cm | 5'5""",0,387,1815
Ché Nunnely,sc Heerenveen,Holland,Eredivisie,67,RM,RW,normal,Mostly Explosive,0.0,300,3,3,M,M,90,55,56,70,25,59,"170cm | 5'7""",0,355,1610
Paudie O'Connor,Lincoln City,Republic of Ireland,EFL League One,67,CB,0,normal,Controlled Lengthy,300.0,0,2,3,M,M,50,25,40,49,65,82,"191cm | 6'3""",0,311,1420
Cas Odenthal,Como,Holland,Serie BKT,67,CB,0,normal,Mostly Lengthy,250.0,0,2,3,M,M,61,32,54,58,67,71,"190cm | 6'3""",1,343,1580
Sandi Ogrinec,WSG Tirol,Slovenia,Ö. Bundesliga,67,CAM,CM,normal,Controlled,0.0,200,3,3,M,M,70,58,64,68,46,65,"183cm | 6'0""",0,371,1745
Noah Ohio,Standard Liège,Holland,1A Pro League,67,ST,CF,normal,Controlled Lengthy,0.0,300,2,3,H,M,89,66,50,65,25,69,"183cm | 6'0""",9,364,1630
Shinji Okazaki,STVV,Japan,1A Pro League,67,CAM,"LM,ST",normal,Controlled,0.0,300,3,4,M,H,47,67,66,69,50,64,"174cm | 5'9""",4,363,1812
Jonathan Okita,FC Zürich,Congo DR,CSSL,67,ST,"LM,CF",normal,Controlled Explosive,0.0,1.2K,4,4,H,L,85,66,62,73,22,68,"181cm | 5'11""",1,376,1741
Jon Ander Olasagasti Imizcoz,Real Sociedad,Spain,LALIGA EA SPORTS,67,CM,0,normal,Controlled,250.0,0,2,3,M,M,61,61,65,61,64,69,"176cm | 5'9""",0,381,1833
Roberto Emanuel Oliveira Alves,Radomiak Radom,Switzerland,PKO BP Ekstraklasa,67,CM,CAM,normal,Controlled Explosive,0.0,550,2,3,H,M,75,67,68,68,43,64,"180cm | 5'11""",0,385,1822
