p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height
Fernando Arismendi,Blooming,Uruguay,Sudamericana,63,RM,"CM,RW",normal,Controlled,3,3,M,M,69,56,62,64,49,61,"175cm | 5'9"""
Remo Arnold,FC Winterthur,Switzerland,CSSL,63,CDM,0,normal,Controlled Lengthy,2,3,L,H,40,35,55,56,61,68,"190cm | 6'3"""
Ricard Artero Ruiz,Girona FC,Spain,LALIGA EA SPORTS,63,CAM,RM,normal,Controlled,3,3,M,M,65,60,60,65,56,58,"181cm | 5'11"""
Harrison Ashby,Swansea City,Scotland,EFL Championship,63,RWB,RB,normal,Controlled,2,3,H,M,75,44,51,57,56,62,"180cm | 5'11"""
Lee Ashcroft,Dundee FC,Scotland,cinch Prem,63,CB,0,normal,Mostly Lengthy,2,3,M,H,56,31,43,48,62,75,"183cm | 6'0"""
Ahmed Asiri,Al Riyadh,Saudi Arabia,ROSHN Saudi League,63,CB,0,normal,Controlled Lengthy,2,3,M,H,61,30,45,41,63,72,"185cm | 6'1"""
Jaider Asprilla,Atl. Nacional,Colombia,Libertadores,63,LM,LW,normal,Controlled,3,2,M,M,60,54,59,63,30,47,"185cm | 6'1"""
Samuel Asprilla,Millonarios,Colombia,Sudamericana,63,LB,LWB,normal,Controlled Explosive,2,3,L,M,75,36,48,57,61,60,"182cm | 6'0"""
Lynnt Audoor,KV Kortrijk,Belgium,1A Pro League,63,CM,CDM,normal,Controlled,3,4,M,M,66,52,63,71,57,58,"182cm | 6'0"""
Gaizka Ayesa Burgui,Real Sociedad,Spain,LALIGA EA SPORTS,63,GK,0,normal,Controlled,1,3,M,M,67,62,59,63,25,64,"182cm | 6'0"""
Yavuz Aygün,Alanyaspor,Turkey,Trendyol Süper Lig,63,GK,0,normal,Controlled Lengthy,1,1,M,M,65,63,58,64,46,62,"193cm | 6'4"""
Anders Bærtelsen,FK Haugesund,Denmark,Eliteserien,63,CB,0,normal,Mostly Lengthy,2,3,M,M,62,25,40,47,62,71,"190cm | 6'3"""
Dylan Bahamboula,Livingston,Congo,cinch Prem,63,RW,"RM,ST",normal,Controlled,5,3,H,L,82,60,56,67,42,68,"185cm | 6'1"""
Florian Bähr,VfL Osnabrück,Germany,Bundesliga 2,63,LB,LWB,normal,Controlled Lengthy,2,3,H,M,78,26,61,64,54,68,"183cm | 6'0"""
Yohan Baï,SC Bastia,France,Ligue 2 BKT,63,RW,RM,normal,Controlled Explosive,3,3,M,M,81,63,55,64,32,54,"181cm | 5'11"""
Baiye,KAS Eupen,Belgium,1A Pro League,63,CDM,CM,normal,Controlled,2,3,M,H,52,45,55,62,60,72,"177cm | 5'10"""
Amadou Bakayoko,Dundee FC,Sierra Leone,cinch Prem,63,ST,CF,normal,Lengthy,3,3,M,H,76,61,48,58,41,78,"193cm | 6'4"""
Baker-Richardson,Crewe Alexandra,England,EFL League Two,63,ST,CF,normal,Mostly Lengthy,2,3,M,L,69,62,43,59,25,70,"188cm | 6'2"""
Alaa Bakir,MSV Duisburg,Germany,3. Liga,63,CAM,0,normal,Controlled Explosive,3,3,M,L,73,55,61,69,31,58,"179cm | 5'10"""
Nordin Bakker,Almere City FC,Holland,Eredivisie,63,GK,0,normal,Controlled,1,2,M,M,61,65,61,60,36,65,"196cm | 6'5"""
Max Balard,Central Coast,Australia,A-League,63,CM,0,normal,Controlled,3,3,M,M,61,51,60,63,54,59,"175cm | 5'9"""
Alejandro Balboa Bandeira,SD Huesca,Equatorial Guinea,LALIGA HYPERMOTION,63,CM,CDM,normal,Controlled,2,3,M,M,62,58,56,64,50,55,"178cm | 5'10"""
Ibrahima Baldé,RC Lens,France,Ligue 1 Uber Eats,63,RW,RM,normal,Controlled,3,3,M,L,67,61,54,64,20,47,"185cm | 6'1"""
Agustín Baldi,Tigre,Argentina,Sudamericana,63,CDM,0,normal,Controlled,2,2,L,H,53,54,58,62,62,55,"188cm | 6'2"""
Michael Baldisimo,SJ Earthquakes,Canada,MLS,63,CDM,CM,normal,Controlled,2,3,L,H,49,44,66,61,58,55,"168cm | 5'6"""
Andri Fannar Baldursson,IF Elfsborg,Iceland,Allsvenskan,63,CDM,CM,normal,Controlled Lengthy,3,3,M,M,54,49,60,63,60,64,"187cm | 6'2"""
Jack Baldwin,Ross County,England,cinch Prem,63,CB,0,normal,Mostly Lengthy,2,4,M,M,60,40,51,55,63,71,"185cm | 6'1"""
Cristian Bălgrădean,CFR 1907 Cluj,Romania,SUPERLIGA,63,GK,0,normal,Controlled Lengthy,1,3,M,M,65,63,64,60,51,64,"186cm | 6'1"""
Arnaud Balijon,USL Dunkerque,France,Ligue 2 BKT,63,GK,0,normal,Controlled,1,3,M,M,60,62,59,62,35,64,"183cm | 6'0"""
Saad Balobaid,Al Taawoun,Saudi Arabia,ROSHN Saudi League,63,LB,LWB,normal,Controlled Explosive,2,2,M,H,79,29,45,60,57,67,"168cm | 5'6"""
Botond Balogh,Parma,Hungary,Serie BKT,63,CB,0,normal,Controlled Lengthy,2,3,M,M,59,30,38,38,65,64,"189cm | 6'2"""
Ahmed Bani,FC Dinamo 1948,Romania,SUPERLIGA,63,CAM,"RW,LW",normal,Explosive,3,3,M,M,81,56,61,66,26,47,"174cm | 5'9"""
Scott Banks,FC St. Pauli,Scotland,Bundesliga 2,63,RW,RM,normal,Controlled,3,4,M,M,78,60,59,63,32,56,"183cm | 6'0"""
Théo Barbet,Almere City FC,France,Eredivisie,63,CB,0,normal,Controlled Lengthy,2,2,M,M,60,30,40,43,65,68,"184cm | 6'0"""
Gabriel Barès,US Concarneau,Switzerland,Ligue 2 BKT,63,CM,CDM,normal,Controlled Lengthy,2,3,M,M,60,49,63,63,59,64,"187cm | 6'2"""
Daniel Barrea,Belgrano,Argentina,LPF,63,ST,"CF,RW",normal,Controlled,2,2,H,L,65,65,50,62,25,61,"180cm | 5'11"""
Ethan Bartlow,Houston Dynamo,United States,MLS,63,CB,0,normal,Controlled Lengthy,2,2,M,H,55,34,38,42,63,71,"183cm | 6'0"""
Mateusz Bartolewski,Ruch Chorzów,Poland,PKO BP Ekstraklasa,63,LB,LWB,normal,Controlled,2,2,M,M,77,40,51,59,58,63,"187cm | 6'2"""
Rodrigo Bassani da Cruz,Suwon Samsung,Brazil,K League 1,63,CAM,CM,normal,Controlled Explosive,3,3,H,M,75,60,60,65,42,56,"177cm | 5'10"""
Maxime Bastian,Strasbourg,France,Ligue 1 Uber Eats,63,LB,LWB,normal,Controlled,2,2,L,H,72,34,50,61,59,60,"173cm | 5'8"""
Oliver Batista Meier,SC Verl,Germany,3. Liga,63,CAM,LW,normal,Controlled Explosive,3,3,M,M,70,61,59,70,31,43,"178cm | 5'10"""
Tom Baumgart,Hallescher FC,Germany,3. Liga,63,RW,"RM,CM,LW",normal,Controlled Explosive,3,3,M,M,71,57,58,65,33,64,"181cm | 5'11"""
James Beadle,Oxford United,England,EFL League One,63,GK,0,normal,Controlled,1,3,M,M,63,63,63,63,35,63,"193cm | 6'4"""
Tom Beadling,WS Wanderers,England,A-League,63,CB,"LB,CDM",normal,Mostly Lengthy,2,3,M,M,60,53,55,58,60,74,"185cm | 6'1"""
Dominik Becker,Saarbrücken,Germany,3. Liga,63,CB,0,normal,Controlled Lengthy,2,2,M,M,67,34,48,52,62,67,"188cm | 6'2"""
Jacob Bedeau,Morecambe,Grenada,EFL League Two,63,CB,0,normal,Controlled Lengthy,2,3,L,H,74,36,46,54,62,72,"182cm | 6'0"""
Rafik Belghali,KV Mechelen,Algeria,1A Pro League,63,RB,RWB,normal,Controlled,2,3,M,M,71,60,60,62,59,59,"186cm | 6'1"""
Jon Bell,St. Louis CITY SC,United States,MLS,63,CB,LB,normal,Controlled,2,2,M,M,68,25,38,46,63,70,"180cm | 5'11"""
Sam Bell,Bristol City,England,EFL Championship,63,ST,"LM,CF,LW",normal,Controlled Explosive,2,3,M,M,76,60,47,65,23,60,"178cm | 5'10"""
Jobe Bellingham,Sunderland,England,EFL Championship,63,CM,CAM,normal,Controlled,2,3,M,M,66,54,60,66,56,62,"187cm | 6'2"""
James Belshaw,Bristol Rovers,England,EFL League One,63,GK,0,normal,Controlled Lengthy,1,2,M,M,63,60,60,66,50,61,"191cm | 6'3"""
Joe Bendik,Philadelphia,United States,MLS,63,GK,0,normal,Controlled,1,3,M,M,62,60,73,63,35,61,"191cm | 6'3"""
Pierre Bengtsson,Djurgårdens IF,Sweden,Allsvenskan,63,LB,LWB,normal,Controlled,2,2,M,M,61,53,60,60,59,62,"177cm | 5'10"""
Mimeirhel Benita,Excelsior,Holland,Eredivisie,63,RB,"RWB,RM",normal,Controlled,3,3,H,M,80,55,55,66,58,62,"178cm | 5'10"""
Hugo Benítez,S. Ameliano,Paraguay,Sudamericana,63,CB,0,normal,Controlled,2,2,L,H,63,32,42,44,65,66,"180cm | 5'11"""
Marcos Benítez,Barracas Central,Argentina,LPF,63,CAM,RM,normal,Controlled Explosive,3,3,H,M,68,54,64,63,58,55,"170cm | 5'7"""
Elliott Bennett,Shrewsbury,England,EFL League One,63,RWB,RB,normal,Controlled,3,4,M,H,64,57,62,61,60,61,"179cm | 5'10"""
Keanan Bennetts,Wehen Wiesbaden,England,Bundesliga 2,63,LM,"RM,LW",normal,Controlled Explosive,3,4,H,M,74,57,60,68,43,58,"181cm | 5'11"""
Jacob Bergström,Mjällby AIF,Sweden,Allsvenskan,63,ST,CF,normal,Lengthy,2,3,H,M,65,61,44,58,37,79,"195cm | 6'5"""
Sebastian Berhalter,Whitecaps FC,United States,MLS,63,CM,CDM,normal,Controlled,2,2,M,H,68,45,60,64,59,61,"175cm | 5'9"""
Alejandro Bernal Carreras,CD Eldense,Spain,LALIGA HYPERMOTION,63,CDM,CM,normal,Controlled,2,3,M,H,65,52,55,57,60,67,"175cm | 5'9"""
Paul-Philipp Besong,B. Dortmund II,Germany,3. Liga,63,ST,CF,normal,Controlled Lengthy,3,3,M,M,69,59,42,65,29,66,"184cm | 6'0"""
Octavio Bianchi,Rosario Central,Argentina,LPF,63,ST,CF,normal,Controlled Lengthy,2,3,M,M,57,68,49,57,25,60,"187cm | 6'2"""
Ionu? Biceanu,FC Hermannstadt,Romania,SUPERLIGA,63,CDM,CM,normal,Controlled,2,3,M,M,66,58,58,60,59,70,"178cm | 5'10"""
Yohan Bilingi,USL Dunkerque,France,Ligue 2 BKT,63,RB,"RWB,CB",normal,Mostly Lengthy,2,2,M,M,67,41,50,57,62,71,"183cm | 6'0"""
Teddy Bishop,Lincoln City,England,EFL League One,63,CM,0,normal,Controlled,3,3,M,M,65,60,64,67,53,60,"178cm | 5'10"""
Aron Bjarnason,IK Sirius,Iceland,Allsvenskan,63,RB,"RWB,RW",normal,Controlled Explosive,3,3,M,M,76,58,59,63,57,60,"173cm | 5'8"""
Dawid Blanik,Korona Kielce,Poland,PKO BP Ekstraklasa,63,LM,"RM,LW",normal,Controlled Explosive,3,2,M,H,75,56,57,64,42,61,"173cm | 5'8"""
Alejandro Blesa Pina,Levante UD,Spain,LALIGA HYPERMOTION,63,CM,CDM,normal,Controlled,3,3,M,M,62,56,61,65,51,51,"180cm | 5'11"""
Jón Daði Böðvarsson,Bolton,Iceland,EFL League One,63,ST,CF,normal,Mostly Lengthy,3,3,H,H,63,62,59,60,37,70,"190cm | 6'3"""
Mirko Boland,VfB Lübeck,Germany,3. Liga,63,CDM,CM,normal,Controlled Explosive,3,4,M,M,69,61,63,63,58,67,"174cm | 5'9"""
Charles Boli,Pau FC,France,Ligue 2 BKT,63,RM,"LWB,CM,RW",normal,Controlled Explosive,4,3,M,L,71,55,61,68,45,44,"175cm | 5'9"""
Andor Bolyki,Hallescher FC,Germany,3. Liga,63,ST,CF,normal,Controlled,3,4,M,M,82,61,57,60,43,67,"187cm | 6'2"""
Kévin Boma,Rodez AF,Togo,Ligue 2 BKT,63,CB,0,normal,Controlled,2,3,L,M,40,37,45,46,63,69,"187cm | 6'2"""
Warren Bondo,Monza,France,Serie A TIM,63,CM,RM,normal,Controlled Explosive,3,2,H,M,77,55,58,72,58,64,"177cm | 5'10"""
Callum Booth,St. Johnstone,Scotland,cinch Prem,63,LB,LWB,normal,Controlled,2,2,M,H,59,49,54,62,61,64,"181cm | 5'11"""
Dennis Borkowski,Dynamo Dresden,Germany,3. Liga,63,LW,"LM,RW,ST",normal,Controlled,3,3,M,M,71,63,49,67,31,61,"184cm | 6'0"""
John Bostock,Notts County,England,EFL League Two,63,CDM,0,normal,Controlled Lengthy,3,3,L,M,63,59,63,61,60,68,"188cm | 6'2"""
Yassine Bouchama,Preußen Münster,Germany,3. Liga,63,CAM,ST,normal,Controlled,3,5,H,M,67,59,63,63,32,56,"182cm | 6'0"""
Teddy Boulhendi,OGC Nice,Algeria,Ligue 1 Uber Eats,63,GK,0,normal,Controlled,1,3,M,M,63,62,62,63,49,61,"185cm | 6'1"""
Elyas Bouzaiene,Degerfors IF,Sweden,Allsvenskan,63,RWB,RB,normal,Controlled Explosive,2,3,M,M,74,39,58,61,56,60,"182cm | 6'0"""
Dean Bouzanis,Reading,Australia,EFL League One,63,GK,0,normal,Controlled Lengthy,1,3,M,M,64,61,65,63,59,63,"189cm | 6'2"""
Bradley,Livingston,Scotland,cinch Prem,63,RW,"RM,LM",normal,Controlled,3,4,H,L,73,58,57,64,26,55,"187cm | 6'2"""
Sandrino Braun,SC Freiburg II,Germany,3. Liga,63,CB,0,normal,Controlled,2,3,M,M,43,42,47,54,64,70,"178cm | 5'10"""
Jonatan Braut-Brunes,OH Leuven,Norway,1A Pro League,63,ST,CF,normal,Mostly Lengthy,3,3,M,M,74,61,54,63,42,71,"189cm | 6'2"""
Maximilian Breunig,SC Freiburg II,Germany,3. Liga,63,ST,"CAM,CF",normal,Controlled Lengthy,2,3,M,M,65,61,47,63,25,65,"193cm | 6'4"""
Manuel Brondo,Barracas Central,Argentina,LPF,63,ST,CF,normal,Controlled,2,3,M,L,71,61,51,63,27,56,"178cm | 5'10"""
Arvid Brorsson,Mjällby AIF,Sweden,Allsvenskan,63,CB,CDM,normal,Controlled Lengthy,2,2,M,M,51,23,48,52,62,70,"188cm | 6'2"""
James Brown,St. Johnstone,Malta,cinch Prem,63,LB,"RB,CB,LWB",normal,Controlled,2,3,L,H,69,39,50,60,61,70,"186cm | 6'1"""
Archie Brown,KAA Gent,England,1A Pro League,63,LB,LWB,normal,Mostly Lengthy,2,3,M,H,69,39,52,63,57,75,"190cm | 6'3"""
Jaden Brown,Lincoln City,England,EFL League One,63,LWB,LB,normal,Controlled Explosive,2,2,H,M,79,43,55,64,57,62,"175cm | 5'9"""
Leigh Broxham,Melb. Victory,Australia,A-League,63,CB,"LB,CDM",normal,Controlled,2,3,L,H,38,51,53,55,61,83,"170cm | 5'7"""
Lucas Brumme,Rot-Weiss Essen,Germany,3. Liga,63,LM,"LB,LW",normal,Controlled,2,3,M,M,68,57,59,62,46,63,"187cm | 6'2"""
Kai Brünker,Saarbrücken,Germany,3. Liga,63,ST,CF,normal,Controlled Lengthy,2,3,M,M,63,62,48,57,25,80,"190cm | 6'3"""
Kevin Bukusu,Wolfsberger AC,Angola,Ö. Bundesliga,63,CB,0,normal,Mostly Lengthy,2,3,L,M,63,27,39,47,62,74,"184cm | 6'0"""
Filip Bundgaard,Randers FC,Denmark,3F Superliga,63,ST,"RM,CF",normal,Controlled Explosive,3,3,H,M,73,63,57,69,37,59,"176cm | 5'9"""
Jasmin Buric,Zagłębie Lubin,Bosnia and Herzegovina,PKO BP Ekstraklasa,63,GK,0,normal,Controlled,1,2,M,M,63,63,60,63,24,63,"193cm | 6'4"""
Nishan Burkart,FC Winterthur,Switzerland,CSSL,63,LM,"ST,LW",normal,Mostly Explosive,3,4,H,M,79,61,54,64,27,64,"174cm | 5'9"""
Mauro Burruchaga,Arsenal,Argentina,LPF,63,CM,0,normal,Controlled,2,3,M,M,63,51,60,61,56,58,"174cm | 5'9"""
Callum Burton,Plymouth Argyle,England,EFL Championship,63,GK,0,normal,Controlled,1,3,M,M,65,62,60,65,43,59,"188cm | 6'2"""
Sergiu Buș,Politehnica Iași,Romania,SUPERLIGA,63,ST,CF,normal,Mostly Lengthy,3,3,H,L,62,63,58,59,42,70,"185cm | 6'1"""
Evan Bush,Columbus Crew,United States,MLS,63,GK,0,normal,Controlled,1,2,M,M,66,63,62,61,17,63,"186cm | 6'1"""
Justin Butler,B. Dortmund II,United States,3. Liga,63,LM,"ST,LW",normal,Controlled Lengthy,2,3,H,M,85,58,51,62,23,65,"188cm | 6'2"""
Oskar Buur,FC Volendam,Denmark,Eredivisie,63,RWB,"RB,CDM",normal,Controlled,3,3,M,M,73,25,53,61,58,68,"180cm | 5'11"""
Jorge Cabezas,Red Bulls,Colombia,MLS,63,ST,CF,normal,Controlled,2,3,M,M,79,62,45,60,28,66,"185cm | 6'1"""
Kévin Cabral,Colorado Rapids,France,MLS,63,ST,"RM,LM,CF",normal,Controlled,3,3,M,M,85,58,56,68,41,55,"183cm | 6'0"""
Mauricio Cabral,Guabirá,Bolivia,Sudamericana,63,RB,"RWB,RM",normal,Controlled,2,2,M,M,73,51,56,60,56,54,"175cm | 5'9"""
Abraham Cabrera,Blooming,Bolivia,Sudamericana,63,CB,LB,normal,Controlled,2,2,L,H,55,30,46,56,64,65,"180cm | 5'11"""
Walter Cabrera,S. Ameliano,Paraguay,Sudamericana,63,CB,RB,normal,Controlled Lengthy,2,3,M,H,60,36,44,47,65,65,"183cm | 6'0"""
Musa Çağıran,Hatayspor,Turkey,Trendyol Süper Lig,63,CDM,CB,normal,Controlled Lengthy,2,4,M,M,50,62,60,64,62,67,"181cm | 5'11"""
Andrea Cagnano,Südtirol,Italy,Serie BKT,63,LB,"CB,LWB",normal,Controlled,2,3,M,M,67,33,53,55,58,70,"180cm | 5'11"""
Alex Cairns,Salford City,England,EFL League Two,63,GK,0,normal,Controlled,1,3,M,M,62,61,62,64,49,62,"183cm | 6'0"""
Scott Caldwell,Real Salt Lake,United States,MLS,63,CDM,CM,normal,Controlled,2,3,M,H,31,54,58,61,58,65,"173cm | 5'8"""
André Calisir,Brommapojkarna,Armenia,Allsvenskan,63,CB,0,normal,Controlled Lengthy,2,3,M,M,62,34,54,58,63,68,"187cm | 6'2"""
Aaron Calver,GwangJu FC,Australia,K League 1,63,CB,RB,normal,Mostly Lengthy,2,2,M,M,63,33,50,51,61,76,"186cm | 6'1"""
Sekou Camara,FC Botoșani,Guinea,SUPERLIGA,63,ST,"CF,RW",normal,Controlled,3,2,H,H,83,57,46,62,40,71,"183cm | 6'0"""
Mamadou Camara,RC Lens,Senegal,Ligue 1 Uber Eats,63,CM,0,normal,Controlled,2,2,M,M,48,45,59,61,57,55,"185cm | 6'1"""
Etienne Camara,Udinese,France,Serie A TIM,63,CDM,CM,normal,Controlled Lengthy,2,2,M,M,63,45,54,61,62,69,"190cm | 6'3"""
Thibault Campanini,AC Ajaccio,France,Ligue 2 BKT,63,RB,RWB,normal,Controlled,2,3,M,M,60,46,58,60,62,66,"179cm | 5'10"""
Samuele Campo,FC Luzern,Switzerland,CSSL,63,CAM,0,normal,Controlled,3,3,H,M,68,61,65,63,39,58,"177cm | 5'10"""
Simone Canestrelli,Pisa,Italy,Serie BKT,63,CB,0,normal,Controlled Lengthy,2,3,M,M,63,31,39,37,65,70,"192cm | 6'4"""
Alexis Cantero,Guaraní,Paraguay,Sudamericana,63,LB,"CB,LWB",normal,Controlled Explosive,2,3,M,H,74,27,55,59,58,63,"175cm | 5'9"""
Jake Caprice,Burton Albion,England,EFL League One,63,RWB,"RB,LWB",normal,Controlled Explosive,2,3,H,M,89,46,54,60,56,64,"179cm | 5'10"""
Sonny Carey,Blackpool,England,EFL League One,63,CAM,CM,normal,Controlled,3,2,H,L,65,57,62,63,39,59,"184cm | 6'0"""
Baily Cargill,Mansfield Town,England,EFL League Two,63,CB,0,normal,Lengthy,2,3,M,M,58,34,54,56,62,76,"189cm | 6'2"""
Wikelman Carmona,Red Bulls,Venezuela,MLS,63,RM,"CAM,RW,LW",normal,Mostly Explosive,3,5,H,M,80,57,57,67,39,56,"180cm | 5'11"""
Jonatan Carmona Álamo,FC Cartagena,Spain,LALIGA HYPERMOTION,63,CDM,CM,normal,Controlled,3,3,M,M,61,45,62,65,61,45,"175cm | 5'9"""
Nicolae Carnat,Farul Constanța,Romania,SUPERLIGA,63,RW,"RM,LM,ST",normal,Controlled Explosive,3,3,M,M,80,59,59,65,38,62,"181cm | 5'11"""
Martim Miguel Carneiro Tavares,Boavista FC,Portugal,Liga Portugal,63,ST,CF,normal,Controlled Lengthy,2,3,H,L,60,68,52,56,22,58,"183cm | 6'0"""
Pau Casadesús Castro,RCD Espanyol,Spain,LALIGA HYPERMOTION,63,RB,RWB,normal,Controlled,3,3,M,M,74,36,56,60,57,64,"183cm | 6'0"""
Dan Casey,Motherwell,Republic of Ireland,cinch Prem,63,CB,0,normal,Controlled Lengthy,2,3,L,M,47,36,42,47,63,73,"183cm | 6'0"""
Henrik Castegren,IK Sirius,Sweden,Allsvenskan,63,CB,RB,normal,Controlled Lengthy,2,3,M,M,61,32,52,51,62,68,"185cm | 6'1"""
Denil Castillo,Shakhtar Donetsk,Ecuador,Ukrayina Liha,63,CDM,0,normal,Controlled Lengthy,2,3,M,M,62,34,57,50,60,69,"189cm | 6'2"""
Dumitru Celeadnic,Politehnica Iași,Moldova,SUPERLIGA,63,GK,0,normal,Controlled,1,1,M,M,65,66,64,61,29,63,"195cm | 6'5"""
Jurgen Çelhaka,Legia Warszawa,Albania,PKO BP Ekstraklasa,63,CDM,0,normal,Controlled,2,3,M,M,63,38,57,57,60,68,"183cm | 6'0"""
Michele Cerofolini,Frosinone,Italy,Serie A TIM,63,GK,0,normal,Controlled,1,1,M,M,62,63,62,63,37,66,"188cm | 6'2"""
Nassim Chadli,US Concarneau,Morocco,Ligue 2 BKT,63,RW,RM,normal,Controlled,3,2,M,L,67,60,57,70,25,50,"181cm | 5'11"""
Alfie Chang,Birmingham City,England,EFL Championship,63,CDM,CM,normal,Controlled,2,3,M,M,65,48,58,62,60,62,"180cm | 5'11"""
Connor Chapman,Melb. Victory,Australia,A-League,63,CB,"CDM,CM",normal,Controlled Lengthy,2,3,M,H,52,47,50,56,59,77,"188cm | 6'2"""
Shea Charles,Southampton,Northern Ireland,EFL Championship,63,CDM,CB,normal,Controlled Lengthy,3,3,M,H,61,47,62,60,61,65,"189cm | 6'2"""
Gabriel Charpentier,Parma,Congo,Serie BKT,63,ST,CF,normal,Controlled Lengthy,2,3,M,M,54,65,43,61,28,63,"188cm | 6'2"""
Paterson Chato,VfL Osnabrück,Germany,Bundesliga 2,63,CDM,CB,normal,Mostly Lengthy,2,3,M,H,67,46,54,60,61,77,"186cm | 6'1"""
Lucas Chávez,Bolívar,Bolivia,Libertadores,63,RW,"RM,ST,LW",normal,Controlled Explosive,3,2,H,M,81,61,56,63,39,56,"170cm | 5'7"""
Pu Chen,Shandong Taishan,China PR,CSL,63,LM,LW,normal,Controlled,3,3,H,M,65,51,60,66,36,49,"177cm | 5'10"""
Daijiro Chirino,PEC Zwolle,Curaçao,Eredivisie,63,RB,"RWB,RM",normal,Controlled,3,3,M,M,80,31,52,61,58,62,"185cm | 6'1"""
Ben Chrisene,Aston Villa,England,Premier League,63,LWB,LB,normal,Controlled,3,3,H,M,67,50,58,63,56,59,"183cm | 6'0"""
Sander Christiansen,Sarpsborg 08,Norway,Eliteserien,63,CDM,CM,normal,Controlled,2,3,M,M,64,52,64,64,59,60,"185cm | 6'1"""
Sébastien Cibois,Rodez AF,France,Ligue 2 BKT,63,GK,0,normal,Controlled,1,3,M,M,65,62,64,63,34,61,"192cm | 6'4"""
Andrejs Cigaņiks,Widzew Łódź,Latvia,PKO BP Ekstraklasa,63,LB,"LWB,LM",normal,Controlled,2,2,H,M,65,42,59,59,55,63,"173cm | 5'8"""
Tim Civeja,Saarbrücken,Germany,3. Liga,63,CM,0,normal,Controlled,2,5,M,M,59,53,64,66,53,60,"180cm | 5'11"""
Max Clark,Gillingham,England,EFL League Two,63,LB,LWB,normal,Controlled,2,2,H,M,71,48,58,61,58,69,"180cm | 5'11"""
Trevor Clarke,Shamrock Rovers,Republic of Ireland,SSE Airtricity PD,63,LWB,LB,normal,Mostly Explosive,3,2,H,M,82,54,58,62,54,65,"175cm | 5'9"""
Daniel Cleary,Shamrock Rovers,Republic of Ireland,SSE Airtricity PD,63,CB,0,normal,Controlled Lengthy,2,3,M,M,55,36,45,52,62,74,"182cm | 6'0"""
Gabriel Isaac Cleur,WS Wanderers,Australia,A-League,63,RB,RWB,normal,Controlled Explosive,2,2,M,M,65,40,52,57,59,66,"181cm | 5'11"""
Ben Close,Doncaster,England,EFL League Two,63,CM,CDM,normal,Controlled Explosive,3,4,L,M,71,61,61,63,59,67,"175cm | 5'9"""
Zach Clough,Adelaide United,England,A-League,63,CAM,0,normal,Controlled,3,3,M,L,68,60,62,66,38,34,"170cm | 5'7"""
Grégory Coelho,Rodez AF,France,Ligue 2 BKT,63,RWB,"RB,LWB",normal,Controlled,2,3,M,M,72,39,51,61,59,68,"180cm | 5'11"""
Nnamdi Collins,Frankfurt,Germany,Bundesliga,63,CB,0,normal,Mostly Lengthy,2,3,M,M,85,25,45,50,61,68,"191cm | 6'3"""
Gastón Comas,Unión,Argentina,LPF,63,CM,LM,normal,Controlled,3,4,M,M,68,57,64,63,56,59,"174cm | 5'9"""
Tom Conlon,Port Vale,England,EFL League One,63,CM,0,normal,Controlled Explosive,3,2,H,H,72,59,63,66,58,64,"173cm | 5'8"""
Mark Connolly,Derry City,Republic of Ireland,SSE Airtricity PD,63,CB,0,normal,Controlled Lengthy,2,2,M,H,49,28,47,44,61,78,"185cm | 6'1"""
Simón Contreras,Club Magallanes,Chile,Sudamericana,63,ST,"CF,RW",normal,Controlled Explosive,2,3,H,L,72,59,51,66,19,62,"178cm | 5'10"""
Anderson Contreras,Caracas F.C.,Venezuela,Sudamericana,63,CM,"CDM,CAM",normal,Controlled,4,3,M,M,60,59,60,63,53,66,"177cm | 5'10"""
Ryan Cooney,Crewe Alexandra,England,EFL League Two,63,RB,RWB,normal,Controlled,2,3,M,M,72,47,54,60,58,68,"179cm | 5'10"""
Brandon Cooper,Swansea City,Wales,EFL Championship,63,CB,0,normal,Controlled Lengthy,2,3,M,M,54,33,44,43,63,70,"185cm | 6'1"""
Leonardo Cordeiro Lima Silva,Estrela Amadora,Brazil,Liga Portugal,63,CAM,CM,normal,Controlled,3,3,M,M,63,50,62,66,48,55,"174cm | 5'9"""
Sam Cosgrove,Birmingham City,England,EFL Championship,63,ST,CF,normal,Controlled Lengthy,2,3,H,L,55,64,48,57,27,77,"192cm | 6'4"""
Woyo Coulibaly,Parma,France,Serie BKT,63,RB,"RWB,LB,RM",normal,Mostly Lengthy,2,3,M,M,71,35,54,58,58,77,"188cm | 6'2"""
Jordan Courtney-Perkins,Raków,Australia,PKO BP Ekstraklasa,63,LWB,"CB,LB",normal,Controlled Lengthy,2,3,M,M,72,44,54,59,59,73,"189cm | 6'2"""
Matthew Cox,Bristol Rovers,England,EFL League One,63,GK,0,normal,Controlled,1,3,M,M,64,62,65,65,30,62,"182cm | 6'0"""
Liam Coyle,Accrington,Northern Ireland,EFL League Two,63,CDM,CM,normal,Controlled,2,3,L,H,61,50,56,62,60,69,"175cm | 5'9"""
Romoney Crichlow,Peterborough,England,EFL League One,63,CB,0,normal,Controlled Lengthy,2,2,M,M,65,34,43,55,63,70,"184cm | 6'0"""
